,game,model,experiment,episode,metric,value
33,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,Main Score,100.0
34,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,Aborted,0.0
35,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,Success,1.0
36,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,Lose,0.0
37,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,plan_followed_ratio,0.0
38,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,plan_average_viability_ratio,0.0
39,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,bad_plan_follow_ratio,0.0
40,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_4,bad_plan_dismiss_ratio,1.0
41,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Violated Request Count,0.0
42,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Parsed Request Count,22.0
43,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Request Count,22.0
44,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Request Success Ratio,1.0
45,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,hallucination_count,0.0
46,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,action_parsing_fail,0.0
47,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,action_resolution_fail,0.0
48,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,lark_exception,0.0
49,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,malformed_command,0.0
50,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,undefined_action_verb,0.0
51,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,undefined_action,0.0
52,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,undefined_repr_str,0.0
53,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,manipulating_room,0.0
54,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,undefined_argument_type,0.0
55,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,taking_from_inventory,0.0
56,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,other_room_argument,0.0
57,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,domain_trait_type_mismatch,0.0
58,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,domain_type_discrepancy,0.0
59,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,world_state_discrepancy,0.0
60,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,entity_not_accessible,0.0
61,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,entity_state_mismatch,0.0
62,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,entity_trait_mismatch,0.0
63,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,entity_already_inventory,0.0
64,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,going_to_current_room,0.0
65,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,no_exit_to,0.0
66,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,inventory_limit_exceeded,0.0
67,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,successful_actions,22.0
68,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,turn_limit_loss,0.0
69,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,turns_over_par,12.0
70,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,turn_ratio,0.7
71,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,finish_speed,0.30000000000000004
72,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,achieved_goal_ratio,1.0
73,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,achieved_goal_rating,100.0
74,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Main Score,100.0
75,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Aborted,0.0
76,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Success,1.0
77,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,Lose,0.0
78,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,plan_followed_ratio,0.0
79,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,plan_average_viability_ratio,0.0
80,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,bad_plan_follow_ratio,0.0
81,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_12,bad_plan_dismiss_ratio,1.0
82,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Violated Request Count,0.0
83,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Parsed Request Count,16.0
84,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Request Count,16.0
85,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Request Success Ratio,1.0
86,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,hallucination_count,0.0
87,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,action_parsing_fail,0.0
88,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,action_resolution_fail,0.0
89,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,lark_exception,0.0
90,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,malformed_command,0.0
91,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,undefined_action_verb,0.0
92,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,undefined_action,0.0
93,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,undefined_repr_str,0.0
94,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,manipulating_room,0.0
95,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,undefined_argument_type,0.0
96,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,taking_from_inventory,0.0
97,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,other_room_argument,0.0
98,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,domain_trait_type_mismatch,0.0
99,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,domain_type_discrepancy,0.0
100,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,world_state_discrepancy,0.0
101,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,entity_not_accessible,0.0
102,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,entity_state_mismatch,0.0
103,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,entity_trait_mismatch,0.0
104,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,entity_already_inventory,0.0
105,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,going_to_current_room,0.0
106,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,no_exit_to,0.0
107,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,inventory_limit_exceeded,0.0
108,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,successful_actions,16.0
109,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,turn_limit_loss,0.0
110,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,turns_over_par,6.0
111,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,turn_ratio,0.85
112,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,finish_speed,0.15000000000000002
113,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,achieved_goal_ratio,1.0
114,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,achieved_goal_rating,100.0
115,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Main Score,100.0
116,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Aborted,0.0
117,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Success,1.0
118,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,Lose,0.0
119,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,plan_followed_ratio,0.0
120,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,plan_average_viability_ratio,0.0
121,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,bad_plan_follow_ratio,0.0
122,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_10,bad_plan_dismiss_ratio,1.0
123,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Violated Request Count,0.0
124,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Parsed Request Count,50.0
125,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Request Count,50.0
126,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Request Success Ratio,1.0
127,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,hallucination_count,0.0
128,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,action_parsing_fail,24.0
129,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,action_resolution_fail,13.0
130,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,lark_exception,0.0
131,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,malformed_command,8.0
132,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,undefined_action_verb,14.0
133,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,undefined_action,0.0
134,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,undefined_repr_str,2.0
135,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,manipulating_room,0.0
136,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,undefined_argument_type,0.0
137,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,taking_from_inventory,0.0
138,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,other_room_argument,0.0
139,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,domain_trait_type_mismatch,0.0
140,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,domain_type_discrepancy,0.0
141,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,world_state_discrepancy,0.0
142,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,entity_not_accessible,12.0
143,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,entity_state_mismatch,0.0
144,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,entity_trait_mismatch,0.0
145,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,entity_already_inventory,1.0
146,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,going_to_current_room,0.0
147,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,no_exit_to,0.0
148,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,inventory_limit_exceeded,0.0
149,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,successful_actions,13.0
150,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,turn_limit_loss,1.0
151,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,turns_over_par,
152,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,turn_ratio,
153,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,finish_speed,
154,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,achieved_goal_ratio,0.6666666666666666
155,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,achieved_goal_rating,66.66666666666666
156,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Main Score,0.0
157,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Aborted,1.0
158,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Success,0.0
159,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,Lose,0.0
160,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,plan_followed_ratio,0.0
161,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,plan_average_viability_ratio,0.0
162,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,bad_plan_follow_ratio,0.0
163,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_3,bad_plan_dismiss_ratio,1.0
164,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,Violated Request Count,0.0
165,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,Parsed Request Count,24.0
166,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,Request Count,24.0
167,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,Request Success Ratio,1.0
168,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,hallucination_count,0.0
169,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,action_parsing_fail,5.0
170,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,action_resolution_fail,0.0
171,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,lark_exception,0.0
172,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,malformed_command,0.0
173,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,undefined_action_verb,2.0
174,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,undefined_action,0.0
175,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,undefined_repr_str,3.0
176,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,manipulating_room,0.0
177,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,undefined_argument_type,0.0
178,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,taking_from_inventory,0.0
179,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,0_home_deliver_three_basic_easy,episode_8,other_room_argument,0.0
